id,name,host_id,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_log,reviews_minmax,price_zscore,price_log_zscore,review_activity,price_per_person,long_stay_listing,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,review_activity_ordinal
884738363520197003,Modern 5 Bed Home in Cherry Creek,306507919,6,7,6.0,7.0,"Denver, CO",0,19,1,1,Washington Virginia Vale,39.7046976,-104.9243071,Entire home,10,3.0,3 baths,5.0,,385.15,2.0,730.0,1,7,16,43,43,86,31,3,43,32,217,83578.0,2023-05-23,2026-06-14,4.87,4.94,4.97,4.94,4.9,4.88,4.85,2023-BFN-0003085,5,5,0,0,2.27,5.956225895015272,0.047830923248053395,0.062243110643103144,0.9790514453293089,High,38.515,0,True,False,False,False,2
884988588105232133,Tracy Weil Art Suite 202,24326234,11,7,10.0,10.0,"Boulder, CO",1,28,1,1,Civic Center,39.73523,-104.98877,Entire rental unit,2,1.0,1 bath,1.0,1.0,182.0,1.0,365.0,1,5,11,28,267,104,24,1,93,19,168,30576.0,2023-05-11,2026-05-31,4.95,4.96,4.95,4.97,5.0,4.85,4.92,2023-BFN-0005457,28,28,0,0,2.72,5.209486152841421,0.05784204671857619,-0.05364866669736472,0.01872573852474063,High,91.0,0,True,False,False,False,2
885678404862774102,Two Story Loft - Heart of Denver,258276997,7,2,3.0,1.0,"Denver, CO",0,1,1,1,Five Points,39.75852551758157,-104.99843942647853,Entire rental unit,2,2.5,2.5 baths,2.0,3.0,141.83,29.0,365.0,1,0,13,43,318,4,0,0,138,1,0,0.0,2023-06-30,2025-06-28,5.0,5.0,5.0,4.75,5.0,5.0,5.0,not listed,1,1,0,0,0.11,4.961655111874538,0.002224694104560623,-0.07656460416114318,-0.2999910862846524,Low,70.915,0,True,False,False,False,0
885716303784245711,Berkeley~Sunnyside Oasis 3B/2B with Outdoor Patio,326935430,6,5,6.0,5.0,"Denver, CO",1,1,1,1,Sunnyside,39.7825326,-105.0248638,Entire home,6,1.0,2 baths,3.0,,,29.0,1125.0,1,0,0,0,0,104,8,0,0,22,255,,2023-06-20,2026-04-07,4.85,4.85,4.87,4.81,4.95,4.57,4.8,2023-BFN-0019802,1,1,0,0,2.81,,0.05784204671857619,,,High,,0,True,False,False,False,2
885775865782358103,7Bedrooms/14Beds Gated Parking Contractor Special,119505783,9,3,9.0,3.0,"Denver, CO",1,22,1,1,Clayton,39.77084654004636,-104.94238640391843,Entire home,16,2.0,2 baths,7.0,14.0,239.51,29.0,180.0,1,26,56,86,361,5,2,1,181,0,116,27783.0,2023-07-17,2026-05-31,4.8,4.6,4.8,4.8,4.8,4.8,4.8,not listed,3,3,0,0,0.14,5.48276166872297,0.0027808676307007787,-0.020840711418751344,0.3701647849820182,Low,14.969375,0,True,False,False,False,0
887023342307332627,Private Suite Master Bedroom and attached  Bath,179591247,8,3,7.0,2.0,"Denver, CO",0,1,1,1,Montclair,39.733696103041275,-104.9051591890373,Private room in home,2,1.0,1 private bath,1.0,,,1.0,1125.0,1,0,0,0,0,65,2,0,0,2,14,,2023-05-17,2025-10-20,4.91,4.97,4.95,4.95,4.98,4.8,4.89,2022-BFN-0005835,1,0,1,0,1.71,,0.03615127919911012,,,High,,0,False,False,True,False,2
887047351292849890,Modern Oasis near City Park,12295804,12,4,3.0,1.0,"Denver, CO",0,2,1,1,North Park Hill,39.76153,-104.92253,Entire home,6,2.0,2 baths,3.0,3.0,376.33,2.0,1125.0,1,12,40,66,251,70,16,0,161,17,112,42149.0,2023-06-25,2026-05-18,4.97,4.94,4.94,5.0,4.99,4.71,4.93,2022-BFN-0006387,1,1,0,0,1.91,5.933120136133738,0.0389321468298109,0.05721153064732207,0.9493368701219272,High,62.721666666666664,0,True,False,False,False,2
866942280666567562,Modern & Cozy - Walkable to Sloan's Lake!,147390176,8,10,2.0,11.0,"Denver, CO",1,2,1,1,West Colfax,39.73704909948821,-105.035372405229,Entire guesthouse,2,1.0,1 bath,1.0,1.0,291.0,1.0,365.0,1,9,9,9,57,78,24,4,9,26,168,48888.0,2023-07-13,2026-06-13,4.97,4.95,4.96,4.97,5.0,4.72,4.91,2023-BFN-0021673,1,1,0,0,2.16,5.676753802268282,0.04338153503893215,0.008532990846868602,0.6196434483501924,High,145.5,0,True,False,False,False,2
867300750569160566,SPIRE 1204: Downtown Condo w/ Balcony and Views!,460083844,4,1,4.0,1.0,"Denver, CO",0,33,1,1,CBD,39.74396848231937,-104.99618437820476,Entire rental unit,2,1.0,1 bath,1.0,1.0,130.27,30.0,730.0,1,0,0,27,302,5,0,0,122,0,0,0.0,2023-07-14,2024-11-25,4.2,4.6,5.0,5.0,4.8,4.6,4.2,not listed,30,30,0,0,0.14,4.877256270815316,0.0027808676307007787,-0.08315928270436646,-0.4085300753275226,Low,65.135,1,True,False,False,False,0
887663005982573923,Private Studio in Five Points!,28399524,11,4,3.0,1.0,"Denver, CO",1,1,1,1,Five Points,39.75044,-104.97555,Entire guesthouse,2,1.0,1 bath,,1.0,204.4,1.0,1125.0,1,19,44,74,349,218,65,8,169,63,255,52122.0,2023-05-21,2026-06-29,4.99,4.99,4.99,4.96,5.0,4.93,4.98,2023-BFN-0006953,1,1,0,0,5.75,5.324959297494458,0.12124582869855395,-0.04087005083506355,0.16722704760607332,High,102.2,0,True,False,False,False,2
887784197039085490,Johnny Draco Art Suite 203,24326234,11,7,10.0,10.0,"Boulder, CO",1,28,1,1,Civic Center,39.73452,-104.98963,Entire rental unit,2,1.0,1 bath,1.0,1.0,249.0,1.0,365.0,1,10,30,55,306,40,11,0,135,8,77,19173.0,2023-05-14,2026-04-30,4.95,4.95,5.0,4.98,5.0,4.93,4.93,2023-BFN-0005457,28,28,0,0,1.05,5.521460917862246,0.02224694104560623,-0.01542691389494607,0.4199329728573446,Medium,124.5,0,True,False,False,False,1
888432831028024054,2 BR with awesome private backyard,419752341,4,10,3.0,0.0,"Denver, CO",0,1,1,1,Regis,39.78683847217278,-105.03658724318424,Entire home,8,3.0,3 baths,2.0,2.0,283.97,1.0,365.0,1,0,29,59,63,12,0,0,63,0,0,0.0,2023-07-04,2023-10-01,5.0,4.75,4.92,5.0,4.92,4.92,4.75,2026-BFN-0011761,1,1,0,0,0.33,5.652383911570201,0.006674082313681868,0.0045225591722267795,0.5883031684807223,Medium,35.49625,0,True,False,False,False,1
889134524644768059,Chic Victorian Manor | Sleeps 12 | Congress Park,107279139,9,6,9.0,6.0,"Denver, CO",1,73,1,1,Cheesman Park,39.73888,-104.96206,Entire home,12,2.5,2.5 baths,5.0,6.0,984.78,1.0,45.0,1,13,20,20,20,63,15,4,20,27,105,103402.0,2023-06-12,2026-06-21,4.76,4.76,4.83,4.84,4.89,4.86,4.7,2022-BFN-0013941,20,20,0,0,1.7,6.89343320597458,0.035038932146829814,0.40431638874630155,2.1843231383817305,High,82.065,0,True,False,False,False,2
889189870267837732,Pet-Friendly Artist’s Retreat in Vibrant Highlands,7273500,12,11,11.0,11.0,,1,6,1,1,Sunnyside,39.772015681671256,-105.00675088468302,Entire home,2,1.0,1 bath,1.0,1.0,145.0,1.0,1125.0,1,10,31,41,308,164,36,1,128,44,252,36540.0,2023-06-09,2026-06-01,4.88,4.9,4.81,4.95,4.93,4.85,4.82,2023-BFN-0008257,4,4,0,0,4.4,4.983606621708336,0.09121245828698554,-0.0747562018270586,-0.2717609037913488,High,72.5,0,True,False,False,False,2
889282470901478953,Alex Pangburn Suite 212,24326234,11,7,10.0,10.0,"Boulder, CO",1,28,1,1,Civic Center,39.73505,-104.98802,Entire rental unit,2,1.0,1 bath,1.0,1.0,243.0,1.0,365.0,1,8,24,40,291,20,2,0,118,1,14,3402.0,2023-05-14,2026-01-31,4.9,4.9,5.0,5.0,5.0,4.7,4.8,2023-BFN-0005457,28,28,0,0,0.52,5.497168225293202,0.011123470522803115,-0.018849757429491024,0.38869197168384356,Medium,121.5,0,True,False,False,False,1
889370525629447786,Artsy Baker Apartment,192985281,8,0,8.0,0.0,"Denver, CO",1,3,1,1,Baker,39.72442620565616,-104.99340740753156,Entire rental unit,6,1.0,1 bath,2.0,3.0,214.47,2.0,365.0,1,10,29,50,206,77,22,1,121,21,154,33028.0,2023-05-21,2026-06-05,4.9,4.95,4.83,4.97,4.86,4.7,4.83,2022-BFN-0021667,2,2,0,0,2.03,5.372821688716142,0.04282536151279199,-0.035125378436252276,0.22877926196326676,High,35.745,0,True,False,False,False,2
867397979733555412,"Charming & Spacious Home! 2 bd, office and garage",306507919,6,7,6.0,7.0,"Denver, CO",0,19,1,1,Fort Logan,39.6371045,-105.0427279,Entire home,4,1.0,2 baths,3.0,,,29.0,365.0,1,0,0,0,0,3,0,0,0,1,0,,2024-08-18,2025-01-01,4.0,3.67,3.33,4.33,4.0,4.0,3.33,not listed,5,5,0,0,0.13,,0.001668520578420467,,,Low,,0,True,False,False,False,0
867652370837672458,"Sloan's Lake one bed, one bath with W/D!",390121022,5,4,2.0,11.0,"Denver, CO",1,2,1,1,West Colfax,39.73801982452196,-105.05112911141956,Entire rental unit,2,1.0,1 bath,1.0,1.0,167.76,2.0,60.0,1,16,42,72,347,83,23,1,167,39,161,27009.0,2023-09-30,2026-06-15,4.94,4.95,4.98,4.96,4.96,4.9,4.83,2023-BFN-0032570,1,1,0,0,2.48,5.128477587256138,0.046162402669632924,-0.06177221535268474,-0.08545327272815144,High,83.88,0,True,False,False,False,2
869398045406586833,Beautiful University Park Family Home,932656,14,10,10.0,8.0,"Denver, CO",0,2,1,1,University Park,39.67652813990961,-104.9463214614574,Entire home,8,4.0,4 baths,4.0,5.0,874.67,2.0,21.0,1,0,13,40,315,20,2,0,135,5,14,12245.0,2023-06-12,2025-11-28,4.95,4.8,5.0,4.95,5.0,4.9,4.8,2023-BFN-0015985,1,1,0,0,0.54,6.77498930763371,0.011123470522803115,0.3415015051481774,2.032001366863638,Medium,109.33375,0,True,False,False,False,1
869473170179660442,Steps to Convention Center + Breakfast. Pool. Gym.,492297949,3,6,3.0,5.0,,1,2,1,1,CBD,39.742079504005595,-104.99287029964532,Room in hotel,4,1.0,1 private bath,1.0,2.0,186.1,1.0,365.0,1,29,58,88,168,809,123,6,168,183,255,47456.0,2023-05-14,2026-06-15,4.76,4.71,4.79,4.69,4.76,4.85,4.7,2014-BFN-1073967,2,0,2,0,21.22,5.231643233280044,0.44994438264738595,-0.05130972361542567,0.04722028988075023,High,46.525,0,False,False,True,False,2
891167000711308896,Curtis Park Charmer,16260493,12,0,12.0,0.0,"Denver, CO",1,1,1,1,Five Points,39.7583928,-104.9772345,Entire home,6,2.0,2 baths,3.0,4.0,503.17,1.0,1125.0,1,8,19,19,19,61,23,4,19,20,161,81010.0,2023-06-25,2026-06-28,4.98,4.98,4.95,5.0,4.98,4.87,4.9,2023-BFN-0014987,1,1,0,0,1.66,6.222913512785278,0.0339265850945495,0.1295704429676024,1.3220182925007862,High,83.86166666666666,0,True,False,False,False,2
891172327936085330,"Studio in 1886 schoolhouse, near RiNo (#4)",4371491,13,6,11.0,8.0,"Denver, CO",1,4,1,1,Five Points,39.75602,-104.97836,Entire rental unit,2,1.0,1 bath,,1.0,70.86,29.0,365.0,1,0,25,55,330,5,0,0,150,0,0,0.0,2023-07-29,2024-02-29,4.8,5.0,5.0,5.0,5.0,5.0,4.8,not listed,4,4,0,0,0.14,4.274719781685373,0.0027808676307007787,-0.11705113843558572,-1.1834068458001765,Low,35.43,0,True,False,False,False,0
891283432676174560,Private Retreat by Sloan's Lake,58472319,10,4,4.0,5.0,"Denver, CO",1,11,1,1,West Colfax,39.7395119,-105.0517292,Entire rental unit,2,1.0,1 bath,1.0,1.0,96.28,29.0,365.0,1,8,38,68,248,15,6,1,163,5,255,24551.0,2023-10-15,2026-06-19,4.8,4.87,4.93,4.67,4.8,4.33,4.53,not listed,7,6,1,0,0.45,4.577593418217857,0.008342602892102336,-0.10254969132756361,-0.7939038869395612,Medium,48.14,0,True,False,False,False,1
891583335131665921,"Perfect 1bedroom (BrkRg), about 10mls to DIA",503623356,3,3,3.0,2.0,,1,4,1,1,Montbello,39.78018,-104.82896,Private room in townhouse,2,1.0,1 private bath,1.0,,93.0,1.0,365.0,1,0,0,0,1,7,7,0,0,0,49,4557.0,2026-03-01,2026-04-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2025-BFN-0026431,4,1,3,0,1.69,4.543294782270004,0.00389321468298109,-0.10442084579311485,-0.8380127778272599,Low,46.5,0,False,False,True,False,0
891587185106153385,"Spacious 1bedroom (StmB Sprgs), abt 10mls to DIA",503623356,3,3,3.0,2.0,,1,4,1,1,Montbello,39.7802288,-104.8289425,Private room in home,2,1.0,1 private bath,,1.0,80.0,1.0,1125.0,1,0,0,0,272,5,1,0,92,0,7,560.0,2023-05-21,2026-03-07,4.8,5.0,4.8,5.0,5.0,5.0,4.8,2025-BFN-0026431,4,1,3,0,0.13,4.394449154672439,0.0027808676307007787,-0.11183700678462892,-1.029431922215215,Low,40.0,0,False,False,True,False,0
891617984162666906,Quiet Luxury in City Park,40384607,10,10,2.0,11.0,"Denver, CO",1,1,1,1,City Park,39.74206190859912,-104.9430588854682,Entire guesthouse,3,1.0,1 bath,1.0,1.0,198.0,2.0,29.0,1,5,20,45,135,101,40,3,135,42,255,50490.0,2023-08-20,2026-06-21,4.93,4.94,4.92,4.94,4.94,4.95,4.88,2023-BFN-0022482,1,1,0,0,2.9,5.293304824724492,0.05617352614015573,-0.044521083938578176,0.12651861571272127,High,66.0,0,True,False,False,False,2
891970948734513215,Bright & modern Berkeley home near everything!,44284680,10,9,3.0,1.0,"Denver, CO",1,2,1,1,Berkeley,39.77739,-105.03573,Entire guesthouse,4,1.0,1 bath,2.0,,,29.0,60.0,1,0,0,0,0,39,3,0,0,12,174,,2023-05-21,2025-08-15,4.95,4.92,4.95,4.97,5.0,4.87,4.92,2023-BFN-0001519,1,1,0,0,1.03,,0.021690767519466074,,,Medium,,0,True,False,False,False,1
869595674674395210,Spacious Garden Level Apt. • Walk to Tennyson St,22573397,11,8,3.0,5.0,"Denver, CO",1,2,1,1,Berkeley,39.7780879,-105.0500565,Entire rental unit,4,1.0,1 bath,2.0,2.0,490.0,1.0,1125.0,1,23,46,71,336,82,26,3,161,20,182,89180.0,2023-05-21,2026-06-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023-BFN-0003907,1,1,0,0,2.16,6.19644412779452,0.04560622914349277,0.12205730140927622,1.2879780112430437,High,122.5,0,True,False,False,False,2
869867120611811343,Sanctuary in Sloan Lake w garage,1604631,14,5,14.0,5.0,,0,2,1,1,Sloan Lake,39.75226,-105.03355,Entire rental unit,4,1.0,1 bath,2.0,2.0,131.37,30.0,365.0,1,0,27,29,246,9,1,0,66,1,60,7882.0,2023-05-31,2026-05-04,4.56,4.67,4.44,4.44,4.67,4.78,4.56,not listed,2,2,0,0,0.24,4.885601031725679,0.005005561735261402,-0.08253176138969988,-0.3977985071963945,Low,32.8425,1,True,False,False,False,0
870224705273651455,Firehouse #7 Loft,94956055,9,9,3.0,2.0,"Denver, CO",0,1,1,1,Highland,39.768040896836986,-105.01193705305624,Entire rental unit,4,2.0,2 baths,2.0,3.0,125.72,29.0,365.0,1,0,0,0,241,1,0,0,61,0,0,0.0,2023-08-05,2023-08-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,1,1,0,0,0.03,4.841979928066116,0.0005561735261401557,-0.08575493905139638,-0.4538963212507494,Low,31.43,0,True,False,False,False,0
870259662587552381,Garden Studio in Historic West Highlands,324378281,6,5,3.0,2.0,"Denver, CO",1,1,1,1,West Highland,39.76667,-105.04492,Entire guest suite,1,1.0,1 bath,,1.0,50.0,29.0,120.0,1,9,36,65,239,9,2,0,154,3,116,5800.0,2023-07-10,2026-02-22,5.0,4.78,5.0,5.0,5.0,5.0,4.67,not listed,1,1,0,0,0.25,3.9318256327243257,0.005005561735261402,-0.12895122445735369,-1.6243771696797713,Low,50.0,0,True,False,False,False,0
891986491948740933,Cozy Wash Park West 1Bd/1Ba - No. 1,514868216,3,1,3.0,0.0,,1,3,1,1,Speer,39.71237,-104.98132,Entire home,2,1.0,1 bath,1.0,1.0,132.55,29.0,1125.0,1,0,29,59,334,8,3,0,154,2,174,23064.0,2023-11-09,2026-05-07,4.88,4.88,4.88,5.0,4.75,4.88,4.5,not listed,2,2,0,0,0.25,4.89447593955597,0.004449388209121246,-0.08185860216123937,-0.3863851570643414,Low,66.275,0,True,False,False,False,0
892031698156269950,Amazing Wash Park West 1Bd/1Ba - No. 2,514868216,3,1,3.0,0.0,,1,3,1,1,Speer,39.7112768,-104.9820145,Entire home,2,1.0,1 bath,1.0,1.0,113.06,29.0,1125.0,1,10,40,70,160,10,1,0,160,3,58,6557.0,2023-07-06,2026-05-25,4.3,4.3,4.0,5.0,4.9,4.7,4.2,not listed,2,2,0,0,0.27,4.736724625728393,0.0055617352614015575,-0.09297713890928623,-0.5892572333647176,Medium,56.53,0,True,False,False,False,1
892071462908563125,Basement BnB in Congress Park,67751871,10,2,2.0,3.0,"Denver, CO",0,1,1,1,Congress Park,39.73588,-104.95101,Entire rental unit,2,1.0,1 bath,1.0,1.0,233.0,1.0,365.0,1,25,55,85,265,23,7,2,180,4,49,11417.0,2024-04-21,2026-06-22,5.0,5.0,4.96,5.0,5.0,5.0,4.91,2023-BFN-0035335,1,1,0,0,0.86,5.455321115357702,0.012791991101223582,-0.024554496653732612,0.3348755572667549,Medium,116.5,0,True,False,False,False,1
892115824451634235,Moe Gram Art Suite 204,24326234,11,7,10.0,10.0,"Boulder, CO",1,28,1,1,Civic Center,39.73326,-104.98752,Entire rental unit,2,1.0,1 bath,1.0,1.0,237.0,1.0,365.0,1,5,19,37,289,48,8,1,113,7,56,13272.0,2023-05-21,2026-05-31,4.92,4.96,4.94,4.94,4.96,4.88,4.81,2023-BFN-0005457,28,28,0,0,1.27,5.472270673671475,0.026696329254727473,-0.02227260096403598,0.3566731068659164,Medium,118.5,0,True,False,False,False,1
892265722013402375,Family-friendly Serenity Paradise,401159506,5,1,5.0,1.0,,1,9,1,1,Lowry Field,39.73051,-104.90262,Entire home,6,3.5,3.5 baths,4.0,3.0,468.0,2.0,1000.0,1,15,27,27,27,49,4,4,27,4,28,13104.0,2023-06-23,2026-06-21,5.0,4.94,4.96,4.98,5.0,4.98,4.92,2023-BFN-0012581,2,2,0,0,1.33,6.150602768446279,0.02725250278086763,0.10950687511594472,1.2290248936698092,Medium,78.0,0,True,False,False,False,1
892577308219472645,Urban retreat,1126788,14,9,2.0,9.0,"Denver, CO",1,1,1,1,Baker,39.72002,-104.98802,Entire guesthouse,2,1.0,1 bath,1.0,,,2.0,32.0,1,0,0,0,0,37,2,0,0,7,14,,2023-10-16,2025-08-31,4.97,4.89,4.95,4.95,4.97,4.86,4.84,2023-BFN-0026319,1,1,0,0,1.12,,0.020578420467185762,,,Medium,,0,True,False,False,False,1
893388713157657867,Chic Downtown Loft Retreat - Amazing Location,4415192,13,6,12.0,0.0,"Denver, CO",1,4,1,1,Auraria,39.7505,-105.00482,Entire rental unit,4,2.0,2 baths,2.0,2.0,167.25,30.0,1125.0,1,26,26,26,267,4,2,0,117,2,120,20070.0,2024-06-30,2025-11-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,4,4,0,0,0.16,5.125450968524837,0.002224694104560623,-0.06206315705312106,-0.08934557898722818,Low,41.8125,1,True,False,False,False,0
870463722306872604,The Plant Oasis,14934286,12,2,3.0,2.0,"Denver, CO",0,1,1,1,West Colfax,39.74095,-105.0304,Entire townhouse,4,2.0,2 baths,2.0,2.0,382.5,2.0,1125.0,1,0,0,4,4,12,3,0,4,4,21,8033.0,2023-07-24,2026-04-19,4.92,4.92,4.92,4.92,5.0,4.92,4.75,2023-BFN-0009695,1,1,0,0,0.34,5.949339620807311,0.006674082313681868,0.06073135474867914,0.9701955270320457,Medium,95.625,0,True,False,False,False,1
871098653335302219,Art Inspired Downtown Denver Condo w/ Parking,181858291,8,2,3.0,2.0,"Denver, CO",1,2,1,1,City Park West,39.7489643,-104.9731574,Entire condo,2,1.0,1 bath,1.0,1.0,136.44,30.0,1125.0,1,0,28,58,61,86,0,0,61,14,0,0.0,2023-05-31,2025-06-28,4.99,4.99,4.97,4.95,5.0,4.92,4.92,2023-BFN-0014107,1,1,0,0,2.29,4.923187458235946,0.047830923248053395,-0.07963945860300939,-0.34946143663998896,High,68.22,1,True,False,False,False,2
871200779857045540,Exclusive Downtown Gem: Personal parking!,441396187,4,5,4.0,5.0,,0,1,1,1,Five Points,39.76016,-104.97477,Entire home,10,2.0,2 baths,3.0,5.0,388.0,1.0,1125.0,1,16,34,57,327,91,28,2,147,30,196,76048.0,2023-05-14,2026-06-14,4.8,4.91,4.85,4.86,4.77,4.71,4.84,2022-BFN-0020314,1,1,0,0,2.39,5.963579343618446,0.05061179087875417,0.06386896132201202,0.9885081614091791,High,38.8,0,True,False,False,False,2
893679184552540223,Detroit by Modern Midstay | On City Park! #T12,8672659,12,9,5.0,7.0,"Denver, CO",1,57,1,1,City Park,39.7433,-104.95441,Entire rental unit,2,1.0,1 bath,1.0,1.0,83.24,29.0,365.0,1,0,0,0,251,3,0,0,71,0,0,0.0,2023-12-10,2024-11-02,5.0,5.0,5.0,5.0,5.0,5.0,4.67,not listed,55,55,0,0,0.1,4.43366986782572,0.001668520578420467,-0.10998867127597464,-0.9789931187699117,Low,41.62,0,True,False,False,False,0
893689177469348763,Downtown Denver High Rise Condo,438847283,4,5,2.0,6.0,"Denver, CO",1,1,1,1,CBD,39.74707855265419,-104.99803724712828,Entire rental unit,2,1.0,1 bath,1.0,1.0,69.77,29.0,364.0,1,0,1,1,271,10,3,0,91,3,174,12140.0,2024-02-01,2026-05-21,5.0,5.0,4.7,5.0,5.0,5.0,4.8,not listed,1,1,0,0,0.34,4.259435182087693,0.0055617352614015575,-0.11767295501102808,-1.203063217468753,Medium,34.885,0,True,False,False,False,1
893729966985847538,Home Sweet Home,515286141,3,1,2.0,10.0,,1,2,0,1,Villa Park,39.72885980380916,-105.03820449113846,Entire home,8,2.0,2 baths,3.0,5.0,353.33,3.0,365.0,1,23,53,79,354,22,10,0,174,12,70,24733.0,2023-09-19,2026-05-03,4.77,4.73,4.91,5.0,4.82,4.5,4.77,2023-BFN-0014387,1,1,0,0,0.65,5.870228682291866,0.012235817575083427,0.04409063043156641,0.8684569109451975,Medium,44.16625,0,True,False,False,False,1
894261577305142944,Central and comfy 2-bed in Baker,38395277,10,11,3.0,1.0,"Denver, CO",1,1,1,1,Baker,39.71838943081123,-104.9969673116394,Entire guesthouse,4,1.0,1 bath,2.0,2.0,180.0,2.0,365.0,1,10,26,52,327,135,38,1,147,39,255,45900.0,2023-05-24,2026-05-31,4.96,4.96,4.98,4.99,5.0,4.91,4.93,2023-BFN-0012743,1,1,0,0,3.57,5.198497031265826,0.07508342602892103,-0.05478961454221303,0.004593457425674713,High,45.0,0,True,False,False,False,2
894795433478205449,The Greenhouse | Rooftop Oasis,448849839,4,3,3.0,1.0,"Denver, CO",1,1,1,1,West Colfax,39.73606,-105.03845,Entire townhouse,6,3.0,3 baths,3.0,4.0,498.0,2.0,1125.0,1,20,31,31,181,70,30,3,31,25,210,104580.0,2023-07-24,2026-06-12,4.93,4.87,4.91,4.97,4.99,4.81,4.69,2023-BFN-0011727,1,1,0,0,1.96,6.212606095751519,0.0389321468298109,0.12662109278866948,1.3087627002385356,High,83.0,0,True,False,False,False,2
894899663128369355,< 1 Mi to Washington Park: Denver Vacation Rental,121718072,9,3,9.0,2.0,"Denver, CO",0,810,1,0,Washington Park West,39.69559,-104.97902,Entire home,15,2.0,2 baths,4.0,11.0,547.1,29.0,1125.0,1,12,40,70,282,5,0,0,102,0,0,0.0,2023-06-17,2023-11-19,4.4,5.0,4.4,4.0,4.0,4.6,4.4,2022-BFN-0017639,69,69,0,0,0.14,6.30645775205207,0.0027808676307007787,0.1546313623796957,1.4294582425826896,Low,36.473333333333336,0,True,False,False,False,0
896362170334600713,Modern Loft Oasis in Uptown,7479701,7,8,7.0,6.0,"Denver, CO",0,1,1,1,City Park West,39.74257860000001,-104.9691639,Entire guesthouse,4,2.0,2 baths,2.0,2.0,151.83,29.0,365.0,1,0,0,0,90,0,0,0,0,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,5.029326192539745,0.0,-0.07085986493690158,-0.2129644092514179,Low,37.9575,0,True,False,False,False,0
871526033151285560,Designer Home w/ Hot Tub perfect for every Season!,46628103,10,8,4.0,6.0,"Denver, CO",1,6,1,1,Congress Park,39.7375105,-104.9514527,Entire home,8,3.5,3.5 baths,4.0,5.0,,2.0,29.0,1,16,29,58,185,84,32,3,153,32,224,,2024-02-19,2026-06-10,4.88,4.88,4.87,4.92,4.92,4.93,4.83,2023-BFN-0010383,2,2,0,0,2.92,,0.04671857619577308,,,High,,0,True,False,False,False,2
896517949296682084,Grace & Comfort Private* Home with a pool,322352650,6,6,2.0,7.0,"Aurora, CO",0,1,1,1,Washington Virginia Vale,39.6933537,-104.9126104,Entire home,4,1.0,1.5 baths,2.0,3.0,176.5,2.0,365.0,1,3,17,32,307,47,19,2,127,21,133,23475.0,2024-01-01,2026-06-07,4.6,4.6,4.64,4.83,4.81,4.89,4.6,2023-BFN-0027488,1,1,0,0,1.55,5.178970608915471,0.02614015572858732,-0.05678627327069759,-0.02051800281398134,Medium,44.125,0,True,False,False,False,1
896538811272877326,Victorian Gem  Downtown Denver,512524038,3,2,2.0,11.0,,1,1,1,1,Five Points,39.75047,-104.97501,Entire home,10,2.0,2 baths,3.0,6.0,425.5,2.0,1125.0,1,19,47,74,349,55,16,1,169,19,112,47656.0,2023-07-15,2026-06-14,4.8,4.78,4.82,4.89,4.69,4.8,4.69,2023-BFN-0001659,1,1,0,0,1.52,6.055612366931734,0.030589543937708564,0.08526173341291797,1.1068648969237571,High,42.55,0,True,False,False,False,2
897215350555431295,"Home in West Highlands! Private Home, Sleeps 8!",7728287,12,11,12.0,10.0,"New York, NY",0,1,1,1,West Highland,39.75992,-105.03982,Entire home,8,4.0,4 baths,4.0,4.0,267.06,29.0,365.0,1,0,0,0,90,1,0,0,0,0,0,0.0,2024-03-19,2024-03-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023-BFN-0027145,1,1,0,0,0.04,5.591210836050351,0.0005561735261401557,-0.005124154855965761,0.5096330861639673,Low,33.3825,0,True,False,False,False,0
897836824518169491,Modern Comfort,516194746,3,1,2.0,11.0,"Denver, CO",0,1,1,1,West Colfax,39.73822,-105.05183,Entire home,8,4.5,4.5 baths,4.0,4.0,236.93,29.0,120.0,1,5,28,58,238,33,1,0,153,3,58,13742.0,2023-09-24,2025-07-05,4.97,4.97,5.0,4.97,5.0,4.82,4.97,2023-BFN-0013244,1,1,0,0,0.98,5.471976512763338,0.01835372636262514,-0.022312534138605664,0.35629480869043906,Medium,29.61625,0,True,False,False,False,1
